Geneid	gene_name	AS-520233-LR-53525Aligned.sortedByCoord.out.bam	AS-520225-LR-53523Aligned.sortedByCoord.out.bam	AS-520224-LR-53523Aligned.sortedByCoord.out.bam	AS-520228-LR-53524Aligned.sortedByCoord.out.bam	AS-520218-LR-52931Aligned.sortedByCoord.out.bam	AS-520229-LR-53524Aligned.sortedByCoord.out.bam	AS-520226-LR-53524Aligned.sortedByCoord.out.bam	AS-520220-LR-52931Aligned.sortedByCoord.out.bam	AS-520230-LR-53525Aligned.sortedByCoord.out.bam	AS-520222-LR-53523Aligned.sortedByCoord.out.bam	AS-520223-LR-53523Aligned.sortedByCoord.out.bam	AS-520221-LR-52931Aligned.sortedByCoord.out.bam	AS-520232-LR-53525Aligned.sortedByCoord.out.bam	AS-520219-LR-52931Aligned.sortedByCoord.out.bam	AS-520227-LR-53524Aligned.sortedByCoord.out.bam	AS-520231-LR-53525Aligned.sortedByCoord.out.bam
ENSG00000007923	DNAJC11	3441	3698	5094	3614	4506	3707	4252	5323	8641	7805	11826	6018	5669	3208	3434	12080
ENSG00000228750	LINC01672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284744	AL591163.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237436	CAMTA1-DT	5	2	0	1	4	4	2	2	6	6	3	2	3	2	4	10
ENSG00000171735	CAMTA1	907	955	1452	1861	1086	1185	1105	2647	2414	2286	3994	1668	1469	961	1240	3899
ENSG00000227950	AL590128.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237365	AL512330.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207056	RNU1-8P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237402	CAMTA1-IT1	4	4	3	14	2	0	3	34	9	6	22	0	2	0	1	11
ENSG00000237728	CAMTA1-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225126	CAMTA1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270171	AL359881.3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000270035	AL359881.2	0	1	0	0	0	0	0	1	5	0	0	2	0	0	1	0
ENSG00000269978	AL359881.1	1	0	0	0	0	0	2	1	0	1	0	0	0	0	1	0
ENSG00000049245	VAMP3	1950	2075	3460	8074	3594	2800	3706	11407	8078	8031	16390	3890	3335	2791	3391	16518
ENSG00000269925	Z98884.2	1	0	5	2	2	2	1	1	4	2	6	4	0	3	1	4
ENSG00000049246	PER3	96	113	346	393	253	468	250	503	1067	893	1341	694	316	362	427	1342
ENSG00000236266	Z98884.1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2
ENSG00000049247	UTS2	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000049249	TNFRSF9	19	19	21	27	4	1	4	31	15	16	37	5	40	33	42	34
ENSG00000270330	AL009183.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116288	PARK7	6272	7080	9249	10307	8701	8113	8486	15150	15479	14287	24935	12247	9621	6039	6844	24199
ENSG00000200344	AL034417.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000284747	AL034417.5	7	2	3	2	6	5	8	3	6	10	8	16	7	12	10	6
ENSG00000284716	AL034417.4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116285	ERRFI1	1680	1761	4363	7520	2771	2565	2677	11018	9888	9529	11446	3390	4677	4771	5936	11072
ENSG00000238290	AL034417.3	1	4	2	8	1	1	2	5	5	4	13	1	5	3	3	8
ENSG00000232848	AL034417.2	0	0	0	1	3	0	2	0	2	1	0	1	2	3	1	1
ENSG00000229305	AL358876.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000227634	LINC01714	0	0	2	2	2	3	0	5	0	2	3	0	0	0	4	2
ENSG00000200975	RNU1-7P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233645	AL358876.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251977	RNU6-991P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162426	SLC45A1	21	26	39	126	50	35	50	172	110	96	208	50	62	36	33	204
ENSG00000252254	AL356072.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142599	RERE	2229	2196	4562	11818	5682	5498	5433	17525	13768	12211	23200	8887	5131	5834	6212	23213
ENSG00000232912	RERE-AS1	1	0	1	3	1	0	0	4	4	3	10	0	4	1	3	7
ENSG00000221083	AL096855.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270282	AL096855.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234619	RPL7P11	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000224315	RPL7P7	0	1	0	1	0	0	2	0	1	1	1	0	0	0	0	0
ENSG00000222511	AL357552.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226545	AL357552.2	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0
ENSG00000228423	AL357552.3	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
ENSG00000229716	RPL23AP19	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0
ENSG00000074800	ENO1	116937	127362	150620	121263	186234	91756	188208	186057	213802	195570	294910	141726	154183	95330	111030	302297
ENSG00000274258	MIR6728	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
ENSG00000230679	ENO1-AS1	0	6	4	9	3	7	6	14	13	18	24	7	5	8	3	35
ENSG00000201725	RNU6-304P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238249	HMGN2P17	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	1
ENSG00000232208	AL139415.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232663	AL139415.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1
ENSG00000131686	CA6	4	2	2	4	4	2	4	6	2	5	4	2	4	1	1	6
ENSG00000265141	RN7SL451P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197241	SLC2A7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000142583	SLC2A5	16	7	16	8	10	10	22	6	6	4	10	15	8	10	24	26
ENSG00000252404	AL158048.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180758	GPR157	195	243	385	387	312	335	277	652	730	689	874	491	325	381	492	889
ENSG00000228526	MIR34AHG	25	8	14	17	24	70	19	14	27	39	28	91	16	16	25	30
ENSG00000284357	MIR34A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234546	LNCTAM34A	3	9	7	22	18	13	14	42	30	24	66	20	28	11	11	60
ENSG00000049239	H6PD	999	1038	2117	8412	3901	3720	3830	12860	11323	10423	19376	5888	2324	3758	4071	19799
ENSG00000171621	SPSB1	345	363	540	1057	509	392	505	1519	876	833	1322	566	594	703	767	1397
ENSG00000284652	BX323043.1	0	0	0	2	0	1	0	8	2	4	12	2	0	0	0	8
ENSG00000284693	LINC02606	3	7	8	67	18	17	23	93	61	64	203	28	6	15	26	190
ENSG00000252956	RNA5SP40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235263	AL928921.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171612	SLC25A33	205	254	360	242	167	257	159	325	548	536	511	362	345	312	388	590
ENSG00000231181	AL954705.1	1	4	1	0	1	5	0	1	2	13	3	1	0	1	8	2
ENSG00000188807	TMEM201	1661	1751	2122	608	1382	1463	1304	843	3471	3199	2326	2403	2239	2175	2004	2457
ENSG00000171608	PIK3CD	198	187	333	767	475	332	436	1161	641	660	1308	423	353	444	536	1343
ENSG00000179840	PIK3CD-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233268	AL691449.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231789	PIK3CD-AS2	102	110	115	272	227	148	196	447	294	293	531	179	142	217	226	493
ENSG00000171603	CLSTN1	7765	8191	14377	28538	20630	13716	19791	43448	32920	29827	56957	21534	15974	17059	19097	57466
ENSG00000271264	MZT1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280113	AL357140.3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000178585	CTNNBIP1	799	853	1091	4194	1605	1202	1564	6468	2888	2749	6301	1863	1186	1147	1294	6482
ENSG00000223989	AL357140.1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000285701	AL357140.4	0	1	0	0	0	0	0	2	0	1	2	1	0	0	0	0
ENSG00000162441	LZIC	947	1054	1953	2456	2002	2090	1934	3520	4168	3998	6903	2775	1923	1398	1788	6916
ENSG00000228150	AL357140.2	3	0	3	3	2	2	2	12	4	3	10	2	2	2	2	12
ENSG00000173614	NMNAT1	180	255	460	924	532	520	478	1353	1062	1073	2069	668	405	360	427	2022
ENSG00000202415	RN7SKP269	6	6	4	13	4	5	7	18	14	18	32	13	9	3	3	23
ENSG00000283611	TMEM274P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265521	MIR5697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241326	AL603962.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162444	RBP7	9	14	14	41	9	15	23	63	38	37	73	25	12	8	17	76
ENSG00000130939	UBE4B	2442	2531	4926	5409	5147	4114	5159	8277	8609	7797	13551	6102	5149	3755	4657	13765
ENSG00000224340	AL590639.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000233623	PGAM1P11	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
ENSG00000201746	RNU6-828P	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000054523	KIF1B	1105	1103	3561	4160	2774	2901	2766	6244	5337	4830	8359	3965	3616	2407	3153	8355
ENSG00000264881	AL358013.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199562	RNU6-37P	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264501	RN7SL731P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284735	AL139424.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284642	AL139424.2	0	1	1	2	0	3	1	1	1	3	4	3	3	2	3	9
ENSG00000142657	PGD	11476	12784	15953	8774	15366	12033	15194	13491	24427	22204	26707	17985	17503	12741	14617	26873
ENSG00000271989	AL139424.1	2	6	6	0	0	4	3	1	2	13	3	2	9	3	2	3
ENSG00000251503	CENPS-CORT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175279	CENPS	32	55	84	52	77	98	65	57	133	143	143	84	74	47	68	146
ENSG00000241563	CORT	3	0	4	3	3	1	2	0	4	7	1	4	5	3	2	11
ENSG00000160049	DFFA	2826	3023	4346	4404	3373	3480	3278	6763	9057	8254	12415	5159	4476	3118	3650	12207
ENSG00000203469	AL354956.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142655	PEX14	795	854	951	2615	1124	963	1026	3744	2395	2260	4420	1514	1109	896	826	4564
ENSG00000287727	AL139423.2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000243267	RN7SL614P	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1
ENSG00000130940	CASZ1	669	697	1146	1133	849	876	730	1354	1749	1768	2437	1543	1250	1266	1152	2421
ENSG00000272078	AL139423.1	0	0	0	1	1	1	1	0	3	3	0	0	0	3	0	1
ENSG00000225158	HSPE1P24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175262	C1orf127	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	2
ENSG00000215785	CFL1P6	0	0	0	0	2	0	1	0	0	1	0	1	0	0	0	0
ENSG00000120948	TARDBP	1634	1719	3554	1299	2193	2980	2365	2000	4768	4528	4780	3716	3507	2068	2490	4765
ENSG00000277726	AL109811.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000009724	MASP2	1	2	3	1	0	0	0	1	3	0	0	5	0	0	0	3
ENSG00000271895	AL109811.2	1	4	6	0	1	5	1	3	0	7	5	3	7	4	3	3
ENSG00000116649	SRM	3535	4204	4490	1770	3253	3059	3311	2614	7992	7485	9167	4803	4841	3783	3733	9319
ENSG00000171824	EXOSC10	2157	2268	3301	2990	3216	2960	3124	4406	5542	4964	7812	4218	3398	2316	2829	7910
ENSG00000226849	AL109811.1	2	1	4	1	4	5	3	5	10	2	8	9	6	4	3	9
ENSG00000230337	EXOSC10-AS1	12	16	17	24	33	42	34	31	23	23	40	44	21	12	27	44
ENSG00000198793	MTOR	3702	3820	8403	6968	6023	6143	5966	10702	12903	11248	19237	9445	8920	5282	6722	19128
ENSG00000225602	MTOR-AS1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000253086	RNU6-537P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171819	ANGPTL7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207451	RNU6-291P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238173	RPL39P6	0	0	0	1	1	0	1	2	1	0	1	3	0	0	1	1
ENSG00000120942	UBIAD1	937	977	1481	1625	1189	1286	1260	2337	3218	3025	4220	1997	1628	1331	1639	4326
ENSG00000238199	UBE2V2P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284646	AL031291.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224338	MTCYBP45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204624	DISP3	17	24	35	21	25	37	31	29	25	35	35	34	38	21	27	43
ENSG00000285833	AL590989.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235643	LINC01647	0	0	0	7	0	0	4	6	6	6	6	2	2	10	13	4
ENSG00000284708	AL031731.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116661	FBXO2	392	418	599	2097	1436	1131	1364	2842	2419	2390	4824	1901	657	671	714	4969
ENSG00000132879	FBXO44	336	369	430	1033	694	544	586	1475	1012	1001	1711	790	529	393	413	1721
ENSG00000116663	FBXO6	75	70	93	842	80	142	104	1332	454	438	1184	198	129	93	109	1217
ENSG00000116670	MAD2L2	1148	1310	1522	3686	1310	1249	1294	5241	3206	3010	5843	1926	1486	1104	1273	5968
ENSG00000162490	DRAXIN	0	2	2	6	9	1	8	21	6	10	4	3	2	5	2	18
ENSG00000177674	AGTRAP	1396	1515	1761	1925	1998	1404	1910	2997	3309	2914	4335	2251	1939	1446	1446	4501
ENSG00000215910	C1orf167	0	1	0	7	0	0	0	3	1	0	3	0	2	1	2	3
ENSG00000177553	C1orf167-AS1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000177000	MTHFR	680	723	1370	5956	2712	1935	2641	9183	4713	4391	9062	2999	1426	2297	2450	9411
ENSG00000011021	CLCN6	364	353	497	2090	751	988	717	3194	1559	1500	3314	1448	551	840	1018	3517
ENSG00000276470	AL021155.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278852	AL021155.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175206	NPPA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275915	AL021155.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000120937	NPPB	2	4	2	2	3	1	1	5	1	0	2	0	5	2	3	4
ENSG00000224904	SBF1P2	0	0	0	0	1	0	0	0	2	0	1	1	0	0	0	0
ENSG00000285646	AL021155.4	1	5	5	0	0	2	1	0	0	4	5	1	9	0	2	6
ENSG00000199347	RNU5E-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201801	RNU5E-4P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116685	KIAA2013	1750	1797	2311	2219	2607	2060	2526	3243	3917	3881	4767	3124	2608	2139	2229	5072
ENSG00000083444	PLOD1	6639	7278	8551	6205	12103	8385	11867	9323	13804	12318	15079	13564	9530	8388	9216	15906
ENSG00000287384	AL096840.3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000116688	MFN2	7574	7967	11813	11233	9426	8559	9000	17471	19731	18011	29447	13087	12451	7277	8533	30076
ENSG00000270914	AL096840.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116691	MIIP	621	746	752	940	679	730	737	1286	1502	1479	2263	1159	844	862	822	2386
ENSG00000202461	AL096840.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276869	MIR6729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243539	RN7SL649P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000120949	TNFRSF8	0	0	0	0	3	1	0	0	2	0	2	0	0	1	0	0
ENSG00000201135	RNU6-777P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227875	RPL23AP89	0	1	0	2	0	1	0	2	0	0	1	0	0	0	0	0
ENSG00000285604	AL357835.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283789	MIR7846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000028137	TNFRSF1B	166	200	263	292	91	96	98	443	424	380	423	182	316	141	152	433
ENSG00000263676	MIR4632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225196	RPL10P17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252969	AL031276.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000048707	VPS13D	891	868	2911	2558	2912	3172	2855	3749	6786	5804	8860	4829	2933	2706	3481	8535
ENSG00000239149	SNORA59A	0	0	1	0	0	1	0	2	1	2	0	1	0	0	0	0
ENSG00000229484	LINC02766	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000162496	DHRS3	3843	4240	4476	5482	7143	7392	6920	8243	11942	10917	13858	11532	5102	5292	5595	14184
ENSG00000221340	RNU6ATAC18P	0	1	3	3	2	3	0	2	2	2	2	0	1	0	2	2
ENSG00000276830	MIR6730	0	0	0	0	0	0	0	0	2	0	0	1	1	1	0	2
ENSG00000272482	AC254633.1	18	12	15	16	38	30	28	29	43	44	68	43	22	18	16	56
ENSG00000204518	AADACL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226166	AC244670.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000188984	AADACL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000157330	C1orf158	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0
ENSG00000116726	PRAMEF12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000116721	PRAMEF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228338	LINC01784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239810	PRAMEF11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231103	PRAMEF30P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179172	HNRNPCL1	1	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000120952	PRAMEF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243073	PRAMEF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187545	PRAMEF10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204510	PRAMEF7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207434	RNU6-1072P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234064	PRAMEF29P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232423	PRAMEF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274178	PRAMEF28P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274764	PRAMEF27	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000277058	HNRNPCL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229571	PRAMEF25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277862	PRAMEF34P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236179	PRAMEF35P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275774	HNRNPCL2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000229978	PRAMEF36P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233336	AC245056.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280267	PRAMEF26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179412	HNRNPCL4	0	0	2	0	1	2	3	0	0	2	1	0	0	0	0	0
ENSG00000204505	PRAMEF9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279169	PRAMEF13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279804	PRAMEF18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250894	PRAMEF31P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270601	PRAMEF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231219	PRAMEF32P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207511	RNU6-771P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182330	PRAMEF8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237700	PRAMEF33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204501	PRAMEF15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228229	AC243961.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204481	PRAMEF14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204480	PRAMEF19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204479	PRAMEF17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204478	PRAMEF20	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162494	LRRC38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259961	AL354712.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215909	BRWD1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162493	PDPN	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000222952	RNA5SP41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237445	AL359771.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253085	AL359771.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116731	PRDM2	583	647	1266	2632	1356	1484	1248	3800	3236	2841	4732	2152	1255	1356	1738	4475
ENSG00000189337	KAZN	213	217	340	61	166	212	155	81	362	356	332	329	407	215	228	317
ENSG00000252151	RNU6-1265P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231606	AL357873.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234593	KAZN-AS1	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000235829	TBCAP2	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	3
ENSG00000287756	AL031293.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175147	TMEM51-AS1	402	428	723	884	751	958	763	1365	1700	1507	3000	1471	740	696	821	3087
ENSG00000171729	TMEM51	1333	1449	1931	3154	1695	2115	1636	5108	4469	4269	6435	3157	2130	2212	2318	6423
ENSG00000204464	C1orf195	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000215720	MFFP1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000278480	ZBTB2P1	1	2	7	3	4	7	4	2	4	6	12	18	2	7	8	8
ENSG00000142621	FHAD1	14	14	24	11	17	33	15	9	45	36	28	46	41	23	21	19
ENSG00000233485	FHAD1-AS1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000236045	AL031283.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228140	AL031283.1	4	2	3	2	6	1	6	6	12	17	17	7	11	3	1	18
ENSG00000142634	EFHD2	4955	5648	6973	5429	3680	3350	3653	7710	7901	7340	11732	5229	7712	4334	4070	12058
ENSG00000162438	CTRC	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000142615	CELA2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215704	CELA2B	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000132906	CASP9	510	554	781	1028	812	703	848	1573	1220	1102	2030	1010	855	629	777	2091
ENSG00000116138	DNAJC16	313	356	496	537	550	853	534	814	1393	1319	1640	1057	530	693	917	1505
ENSG00000251866	SCARNA21B	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000272510	AL121992.3	1	2	4	2	6	6	4	2	0	5	1	5	8	3	11	5
ENSG00000116771	AGMAT	1133	1326	1672	442	1013	1244	949	631	1950	1941	1877	1695	1713	928	1140	1799
ENSG00000237301	AL121992.1	3	4	0	4	2	6	1	3	9	6	13	2	3	2	4	10
ENSG00000235084	CHCHD2P6	2	4	6	11	1	4	10	13	17	11	41	13	6	8	2	43
ENSG00000252417	RNU7-179P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236500	CD24P1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000197312	DDI2	644	655	2154	3069	1460	2156	1309	4714	3818	3505	4835	2909	2121	1881	2199	4778
ENSG00000215695	RSC1A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271742	AL121992.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116786	PLEKHM2	2473	2543	3602	4326	3125	2848	3052	6233	7371	6774	9826	4504	4142	4725	4679	10100
ENSG00000237938	AL450998.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162461	SLC25A34	0	5	9	5	6	12	10	16	17	14	21	27	4	15	4	27
ENSG00000224459	SLC25A34-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162460	TMEM82	4	5	3	12	16	6	4	21	23	18	43	15	5	7	7	66
ENSG00000162458	FBLIM1	879	842	1323	1749	1412	1079	1439	2720	2580	2342	4292	1746	1485	1311	1276	4423
